From;To;Type;Through;Comment
1260;2678;River;0;沅江 Yuan
1260;2676;River;0;沅江 Yuan
2670;2676;River;0;沅江 Yuan
2672;1261;River;0;沅江 Yuan
2674;1261;River;0;沅江 Yuan
2773;1263;River;0;乌江 Wu
2773;2744;River;0;乌江 Wu
2745;2744;River;0;乌江 Wu
2745;1262;River;0;乌江 Wu
1365;1262;River;0;乌江 Wu
1364;1262;River;0;乌江 Wu
1364;2742;River;0;乌江 Wu
2743;2742;River;0;乌江 Wu
1280;2771;River;0;嘉陵江 Jialing
2772;2771;River;0;嘉陵江 Jialing
2772;2768;River;0;嘉陵江 Jialing
2770;2768;River;0;嘉陵江 Jialing
3000;2772;River;0;嘉陵江 Jialing
1279;2772;River;0;嘉陵江 Jialing
1279;2770;River;0;嘉陵江 Jialing
2780;2770;River;0;嘉陵江 Jialing
2780;1889;River;0;嘉陵江 Jialing
2778;1889;River;0;嘉陵江 Jialing
1263;2774;River;0;赤水 Chi 
1363;2774;River;0;赤水 Chi 
2742;2774;River;0;赤水 Chi 
2775;2776;River;0;岷江 Min(Sichuan)
1361;2776;River;0;岷江 Min(Sichuan)
1361;2777;River;0;岷江 Min(Sichuan)
1360;2777;River;0;岷江 Min(Sichuan)
2779;1890;River;0;岷江 Min(Sichuan)
2777;2776;River;0;大渡河 Dadu
1281;2975;River;0;大渡河 Dadu
1281;1282;River;0;大渡河 Dadu
1890;1282;River;0;大渡河 Dadu
1890;2973;River;0;大渡河 Dadu
1362;2746;River;0;牛拦江 Niulan
2741;2746;River;0;牛拦江 Niulan
1308;2746;River;0;牛拦江 Niulan
2977;2975;River;0;雅砻江 Yalong
2977;1282;River;0;雅砻江 Yalong
1282;2972;River;0;雅砻江 Yalong
#;;;;
1238;2636;River;0;钱塘江 Qiantang
2635;2637;River;0;钱塘江 Qiantang
2642;2637;River;0;钱塘江 Qiantang
1241;2643;River;0;钱塘江 Qiantang
1244;1245;River;0;闽江 Min(Fujian)
1243;2702;River;0;闽江 Min(Fujian)
1243;2701;River;0;闽江 Min(Fujian)
2703;2701;River;0;闽江 Min(Fujian)
2702;2701;River;0;闽江 Min(Fujian)
1246;2701;River;0;闽江 Min(Fujian)
2705;1247;River;0;九龙江 Jiulong
2705;2702;River;0;九龙江 Jiulong
2990;2991;River;0;浊水溪 Zhuoshui
1317;1314;River;0;珠江 Pearl River
1317;2712;River;0;珠江 Pearl River
1317;1316;River;0;珠江 Pearl River
3767;1316;River;0;珠江 Pearl River
1317;1313;River;0;珠江 Pearl River
1317;3767;River;0;珠江 Pearl River
1317;2711;River;0;西江 Xi
2712;2711;River;0;西江 Xi
2724;2711;River;0;西江 Xi
2724;1311;River;0;西江 Xi
2724;2726;River;0;西江 Xi
2734;2726;River;0;西江 Xi
2723;2726;River;0;西江 Xi
2723;2733;River;0;西江 Xi
2723;2732;River;0;西江 Xi
1319;2732;River;0;西江 Xi
2722;2732;River;0;西江 Xi
1309;2731;River;0;西江 Xi
1309;2740;River;0;西江 Xi
2735;2740;River;0;西江 Xi
2735;2747;River;0;西江 Xi
2747;1327;River;0;西江 Xi
2747;2749;River;0;西江 Xi
2747;2750;River;0;西江 Xi
1313;1314;River;0;东江 Dong
2708;2709;River;0;东江 Dong
2708;1249;River;0;东江 Dong
2700;1249;River;0;东江 Dong
1313;2711;River;0;北江 Bei
2714;2707;River;0;北江 Bei
2714;1312;River;0;北江 Bei
2700;1312;River;0;北江 Bei
2734;2724;River;0;邕江 Yong
2734;2725;River;0;邕江 Yong
2734;2739;River;0;邕江 Yong
2734;2720;River;0;邕江 Yong
1319;2720;River;0;邕江 Yong
1319;2721;River;0;邕江 Yong
2720;2721;River;0;邕江 Yong
2719;2721;River;0;邕江 Yong
2722;2721;River;0;邕江 Yong
2722;2736;River;0;邕江 Yong
1309;2736;River;0;邕江 Yong
1309;1327;River;0;邕江 Yong
2733;2726;River;0;柳江 Liu
2733;1310;River;0;柳江 Liu
#2733;2730;River;0;柳江 Liu
1310;2730;River;0;柳江 Liu
2729;2730;River;0;柳江 Liu
2716;1318;River;0;九州江 Jiuzhou
2716;2715;River;0;九州江 Jiuzhou
2749;2751;River;0;红河 Hong
2750;2751;River;0;红河 Hong
2750;2752;River;0;红河 Hong
2753;2752;River;0;红河 Hong
2761;2756;River;0;澜沧江(湄公河) Mekong
1294;1293;River;0;澜沧江(湄公河) Mekong
2765;1293;River;0;澜沧江(湄公河) Mekong
2765;2752;River;0;澜沧江(湄公河) Mekong
2757;2752;River;0;澜沧江(湄公河) Mekong
2757;1305;River;0;澜沧江(湄公河) Mekong
2978;2979;River;0;塔里木河 Tarim
1446;2979;River;0;塔里木河 Tarim
1446;2999;River;0;塔里木河 Tarim
1446;1445;River;0;塔里木河 Tarim
1446;1431;River;0;塔里木河 Tarim
1446;2986;River;0;塔里木河 Tarim
1447;2986;River;0;塔里木河 Tarim
2997;1445;River;0;塔里木河 Tarim
2999;1445;River;0;塔里木河 Tarim
2957;1445;River;0;塔里木河 Tarim
2999;2957;River;0;塔里木河 Tarim
#3480;3481;River;0;玛纳斯河 Manas
2984;3481;River;0;玛纳斯河 Manas
2984;1433;River;0;玛纳斯河 Manas
2983;3480;River;0;额敏河 Emin
3456;3478;River;0;额敏河 Emin
1556;1423;River;0;喀拉额尔齐斯河 Irtysh
1421;3480;River;0;喀拉额尔齐斯河 Irtysh
1421;3481;River;0;乌伦古河 Ulungur
1418;1434;River;0;帖斯河(特斯河) Tes
1418;1420;River;0;帖斯河(特斯河) Tes
##############################################################################;;;;
# Indian Rivers;;;;
##############################################################################;;;;
1457;3839;River;0;恒河 Ganges
1457;3838;River;0;恒河 Ganges
1457;3834;River;0;恒河 Ganges
1457;3835;River;0;恒河 Ganges
3782;3839;River;0;恒河 Ganges
3838;3839;River;0;恒河 Ganges
3838;3834;River;0;恒河 Ganges
3834;1456;River;0;恒河 Ganges
3838;1456;River;0;恒河 Ganges
3838;3837;River;0;恒河 Ganges
3782;3837;River;0;恒河 Ganges
3782;1472;River;0;恒河 Ganges
3783;1472;River;0;恒河 Ganges
3783;1471;River;0;恒河 Ganges
3822;1471;River;0;恒河 Ganges
1470;1471;River;0;恒河 Ganges
1470;3824;River;0;恒河 Ganges
1477;3824;River;0;恒河 Ganges
1477;3825;River;0;恒河 Ganges
3826;3825;River;0;恒河 Ganges
1470;3822;River;0;亚穆纳河 Yamuna
1470;3821;River;0;亚穆纳河 Yamuna
1470;3820;River;0;亚穆纳河 Yamuna
1470;1468;River;0;亚穆纳河 Yamuna
1477;1468;River;0;亚穆纳河 Yamuna
1477;1469;River;0;亚穆纳河 Yamuna
1477;1476;River;0;亚穆纳河 Yamuna
3820;1468;River;0;昌巴尔河 Chambal
3829;1468;River;0;昌巴尔河 Chambal
3829;3830;River;0;昌巴尔河 Chambal
3829;3818;River;0;昌巴尔河 Chambal
1471;1472;River;0;卡克拉河 Ghaghara
1471;3823;River;0;卡克拉河 Ghaghara
3824;3823;River;0;卡克拉河 Ghaghara
3824;3865;River;0;卡克拉河 Ghaghara
3825;3865;River;0;卡克拉河 Ghaghara
3835;1286;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
3834;1286;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
3834;1285;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
1456;1285;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
1456;3771;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
3836;3771;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
1454;3771;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
1454;1284;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
1878;1284;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
1878;1877;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
#in china;;;;
2967;2970;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
2968;2970;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
2968;2969;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
1453;1451;River;0;雅鲁藏布江(布拉马普特拉河) Brahmaputra
1466;3805;River;0;讷尔默达河 Narmada
1466;1465;River;0;讷尔默达河 Narmada
1466;1464;River;0;讷尔默达河 Narmada
1466;3806;River;0;讷尔默达河 Narmada
3818;3806;River;0;讷尔默达河 Narmada
3818;1463;River;0;讷尔默达河 Narmada
1467;1463;River;0;讷尔默达河 Narmada
3819;1463;River;0;讷尔默达河 Narmada
3819;3816;River;0;讷尔默达河 Narmada
1460;3816;River;0;讷尔默达河 Narmada
1458;3780;River;0;默哈讷迪河 Mahanadi
1458;3779;River;0;默哈讷迪河 Mahanadi
3778;3779;River;0;默哈讷迪河 Mahanadi
3813;3814;River;0;默哈讷迪河 Mahanadi
1508;3803;River;0;戈达瓦里河 Godavari
1508;1461;River;0;戈达瓦里河 Godavari
1508;3786;River;0;戈达瓦里河 Godavari
3784;3786;River;0;戈达瓦里河 Godavari
3784;3817;River;0;戈达瓦里河 Godavari
3784;3787;River;0;戈达瓦里河 Godavari
3785;3787;River;0;戈达瓦里河 Godavari
3785;3789;River;0;戈达瓦里河 Godavari
3790;3789;River;0;戈达瓦里河 Godavari
3787;3817;River;0;戈达瓦里河 Godavari
3787;1462;River;0;戈达瓦里河 Godavari
3817;1462;River;0;戈达瓦里河 Godavari
3788;1462;River;0;戈达瓦里河 Godavari
3787;3788;River;0;戈达瓦里河 Godavari
3789;3788;River;0;戈达瓦里河 Godavari
1508;3794;River;0;克里希纳河 Krishna
1507;3794;River;0;克里希纳河 Krishna
1507;3793;River;0;克里希纳河 Krishna
1507;3792;River;0;克里希纳河 Krishna
3791;3792;River;0;克里希纳河 Krishna
3808;3792;River;0;克里希纳河 Krishna
3808;3809;River;0;克里希纳河 Krishna
3801;3799;River;0;Pondichéry
1509;3799;River;0;Pondichéry
1509;1510;River;0;Pondichéry
3795;1510;River;0;Pondichéry
3802;3799;River;0;高韦里河 Cauvery
3802;1515;River;0;高韦里河 Cauvery
1515;3799;River;0;高韦里河 Cauvery
1480;1494;River;0;印度河 Indus
3855;1494;River;0;印度河 Indus
3855;1481;River;0;印度河 Indus
3854;1481;River;0;印度河 Indus
3854;3853;River;0;印度河 Indus
3849;3853;River;0;印度河 Indus
3849;1483;River;0;印度河 Indus
3850;1483;River;0;印度河 Indus
3852;1483;River;0;印度河 Indus
3852;3866;River;0;印度河 Indus
3878;3866;River;0;印度河 Indus
1486;3866;River;0;印度河 Indus
3852;3850;River;0;印度河 Indus
3852;3851;River;0;印度河 Indus
3844;3851;River;0;印度河 Indus
3844;3845;River;0;印度河 Indus
3846;2987;River;0;印度河 Indus
3846;3843;River;0;印度河 Indus
3842;3843;River;0;印度河 Indus
2962;3843;River;0;印度河 Indus
3827;3843;River;0;印度河 Indus
3849;1482;River;0;杰纳布河 Chenab
3849;3848;River;0;杰纳布河 Chenab
3850;3848;River;0;杰纳布河 Chenab
3850;3847;River;0;杰纳布河 Chenab
3851;3847;River;0;杰纳布河 Chenab
3845;3847;River;0;杰纳布河 Chenab
3845;1474;River;0;杰纳布河 Chenab
3846;1474;River;0;杰纳布河 Chenab
3847;3848;River;0;杰纳布河 Chenab
1482;3848;River;0;杰纳布河 Chenab
1475;3848;River;0;杰纳布河 Chenab
3828;3848;River;0;杰纳布河 Chenab
3828;3841;River;0;杰纳布河 Chenab
3849;3854;River;0;萨特莱杰河 Sutlej
1482;3854;River;0;萨特莱杰河 Sutlej
1475;3854;River;0;萨特莱杰河 Sutlej
1475;1476;River;0;萨特莱杰河 Sutlej
3828;1476;River;0;萨特莱杰河 Sutlej
3828;3826;River;0;萨特莱杰河 Sutlej
3827;3826;River;0;萨特莱杰河 Sutlej
#Afghanistan;;;;
3880;3868;River;0;赫尔曼德河 Helmand
3870;1493;River;0;赫尔曼德河 Helmand
3870;3869;River;0;赫尔曼德河 Helmand
1493;3869;River;0;赫尔曼德河 Helmand
3871;3869;River;0;赫尔曼德河 Helmand
3871;3901;River;0;赫尔曼德河 Helmand
1492;1500;River;0;捷詹河 Tedzhen
1598;1500;River;0;捷詹河 Tedzhen
##############################################################################;;;;
# Middle Eastern Rivers;;;;
##############################################################################;;;;
#Persia;;;;
3461;3882;River;0;阿特拉克河 Atrak
3889;1788;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
3889;3885;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
3888;3885;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
1859;3885;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
3884;3885;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
1787;3885;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
1787;3886;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
3949;3886;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
3949;1787;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
3949;1502;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
3949;1503;River;0;克孜勒乌赞河(萨菲德河) Qizil Uzun (Sefid Rud)
1788;3881;River;0;加拉河
3886;3881;River;0;加拉河
1502;3881;River;0;加拉河
3895;3896;River;0;卡伦河 Karun
3895;3892;River;0;卡伦河 Karun
3893;3892;River;0;卡伦河 Karun
3894;3892;River;0;卡伦河 Karun
3894;1825;River;0;卡伦河 Karun
1823;1825;River;0;阿拉伯河 Shatt al-Arab
1823;3894;River;0;阿拉伯河 Shatt al-Arab
1824;3918;River;0;底格里斯河 Tigris
1790;3918;River;0;底格里斯河 Tigris
1790;3917;River;0;底格里斯河 Tigris
1866;3917;River;0;底格里斯河 Tigris
1860;3917;River;0;底格里斯河 Tigris
1866;1860;River;0;底格里斯河 Tigris
1865;1860;River;0;底格里斯河 Tigris
1865;3922;River;0;底格里斯河 Tigris
1864;3922;River;0;底格里斯河 Tigris
3933;3922;River;0;底格里斯河 Tigris
3933;1854;River;0;底格里斯河 Tigris
3944;1854;River;0;底格里斯河 Tigris
1823;1824;River;0;幼发拉底河 Euphrates
1806;1824;River;0;幼发拉底河 Euphrates
1806;1790;River;0;幼发拉底河 Euphrates
1791;1790;River;0;幼发拉底河 Euphrates
1791;1866;River;0;幼发拉底河 Euphrates
3920;1866;River;0;幼发拉底河 Euphrates
3920;1865;River;0;幼发拉底河 Euphrates
3920;3932;River;0;幼发拉底河 Euphrates
1861;3932;River;0;幼发拉底河 Euphrates
1862;3932;River;0;幼发拉底河 Euphrates
1862;3944;River;0;幼发拉底河 Euphrates
445;3944;River;0;幼发拉底河 Euphrates
3926;1802;River;0;约旦河 Jordan
3926;3925;River;0;约旦河 Jordan
1797;3924;River;0;约旦河 Jordan
3927;3924;River;0;约旦河 Jordan
3927;1795;River;0;约旦河 Jordan
##############################################################################;;;;
# Rivers in Turkey ;;;;
##############################################################################;;;;
437;3938;River;0;大门德雷斯河 Menderes
3229;3938;River;0;大门德雷斯河 Menderes
439;440;River;0;萨卡里亚河 Sakarya
408;440;River;0;萨卡里亚河 Sakarya
3936;440;River;0;萨卡里亚河 Sakarya
3936;3935;River;0;萨卡里亚河 Sakarya
3936;448;River;0;萨卡里亚河 Sakarya?
3947;449;River;0;克孜勒河 Kizil
3947;3946;River;0;克孜勒河 Kizil
3935;3946;River;0;克孜勒河 Kizil
3935;3936;River;0;克孜勒河 Kizil
448;3936;River;0;克孜勒河 Kizil
446;3936;River;0;克孜勒河 Kizil
3937;447;River;0;克孜勒河 Kizil
3946;447;River;0;克孜勒河 Kizil
450;447;River;0;克孜勒河 Kizil
443;3941;River;0;塞伊汉河 Seyhan
443;3940;River;0;塞伊汉河 Seyhan
446;3940;River;0;塞伊汉河 Seyhan
3940;3941;River;0;杰伊汉河 Ceyhan
##############################################################################;;;;
# Siberian Rivers;;;;
##############################################################################;;;;
1527;1366;River;0;黑龙江(阿穆尔河) Amur
1527;1368;River;0;黑龙江(阿穆尔河) Amur
1366;1368;River;0;黑龙江(阿穆尔河) Amur
1167;1367;River;0;黑龙江(阿穆尔河) Amur
1529;1367;River;0;黑龙江(阿穆尔河) Amur
1529;2915;River;0;黑龙江(阿穆尔河) Amur
1529;2924;River;0;黑龙江(阿穆尔河) Amur
1529;2925;River;0;黑龙江(阿穆尔河) Amur
1161;2925;River;0;黑龙江(阿穆尔河) Amur
2818;2925;River;0;黑龙江(阿穆尔河) Amur
2818;1530;River;0;黑龙江(阿穆尔河) Amur
2818;1528;River;0;黑龙江(阿穆尔河) Amur
1161;1528;River;0;黑龙江(阿穆尔河) Amur
1161;1160;River;0;黑龙江(阿穆尔河) Amur
1165;1160;River;0;黑龙江(阿穆尔河) Amur
1165;1159;River;0;黑龙江(阿穆尔河) Amur
1528;1530;River;0;黑龙江(阿穆尔河) Amur
1528;1381;River;0;黑龙江(阿穆尔河) Amur
1160;1381;River;0;黑龙江(阿穆尔河) Amur
1159;1381;River;0;黑龙江(阿穆尔河) Amur
1522;1381;River;0;黑龙江(阿穆尔河) Amur
1383;2931;River;0;黑龙江(阿穆尔河) Amur
1155;2931;River;0;黑龙江(阿穆尔河) Amur
2938;2931;River;0;黑龙江(阿穆尔河) Amur
2938;1382;River;0;黑龙江(阿穆尔河) Amur
2937;1382;River;0;黑龙江(阿穆尔河) Amur
2937;2936;River;0;黑龙江(阿穆尔河) Amur
2948;2936;River;0;黑龙江(阿穆尔河) Amur
2938;2937;River;0;黑龙江(阿穆尔河) Amur
1385;2948;River;0;黑龙江(阿穆尔河) Amur
2949;2948;River;0;黑龙江(阿穆尔河) Amur
2949;1399;River;0;黑龙江(阿穆尔河) Amur
2949;1404;River;0;黑龙江(阿穆尔河) Amur
1526;1525;River;0;乌第河 Uda
1522;1383;River;0;石勒喀河 Shilka
1409;1383;River;0;石勒喀河 Shilka
1157;1384;River;0;石勒喀河 Shilka
1157;1383;River;0;石勒喀河 Shilka
1157;1155;River;0;石勒喀河 Shilka
1157;1385;River;0;石勒喀河 Shilka
1158;1385;River;0;石勒喀河 Shilka
1412;1413;River;0;勒拿河 Lena
1412;1414;River;0;勒拿河 Lena
1412;1163;River;0;勒拿河 Lena
1410;1163;River;0;勒拿河 Lena
1410;1164;River;0;勒拿河 Lena
1164;1163;River;0;勒拿河 Lena
1404;1437;River;0;色楞格河 Selenga
1404;2951;River;0;色楞格河 Selenga
2950;2951;River;0;色楞格河 Selenga
2950;1566;River;0;色楞格河 Selenga
1565;1566;River;0;色楞格河 Selenga
1520;1566;River;0;色楞格河 Selenga
1156;1154;River;0;叶尼塞河 Yenisei
3489;1539;River;0;叶尼塞河 Yenisei
1162;1539;River;0;叶尼塞河 Yenisei
1162;1561;River;0;叶尼塞河 Yenisei
1162;3489;River;0;叶尼塞河 Yenisei
1162;1415;River;0;叶尼塞河 Yenisei
1414;1415;River;0;叶尼塞河 Yenisei
1417;1415;River;0;叶尼塞河 Yenisei
1414;1416;River;0;叶尼塞河 Yenisei
1413;1416;River;0;叶尼塞河 Yenisei
1561;1560;River;0;叶尼塞河 Yenisei
1561;1559;River;0;叶尼塞河 Yenisei
2953;1559;River;0;叶尼塞河 Yenisei
2953;2952;River;0;叶尼塞河 Yenisei
2953;1418;River;0;叶尼塞河 Yenisei
1154;3521;River;0;鄂毕河 Ob River
1154;1771;River;0;鄂毕河 Ob River
1596;1149;River;0;鄂毕河 Ob River
1596;1543;River;0;鄂毕河 Ob River
1540;1543;River;0;鄂毕河 Ob River
1544;1543;River;0;鄂毕河 Ob River
1548;1543;River;0;鄂毕河 Ob River
1548;157;River;0;鄂毕河 Ob River
3568;157;River;0;鄂毕河 Ob River
3568;1547;River;0;鄂毕河 Ob River
1549;1547;River;0;鄂毕河 Ob River
1557;1152;River;0;鄂毕河 Ob River
1594;1593;River;0;额尔齐斯河 Irtysh
1594;3567;River;0;额尔齐斯河 Irtysh
1541;165;River;0;额尔齐斯河 Irtysh
1552;165;River;0;额尔齐斯河 Irtysh
1552;1591;River;0;额尔齐斯河 Irtysh
1551;1553;River;0;额尔齐斯河 Irtysh
1551;3459;River;0;额尔齐斯河 Irtysh
1550;3459;River;0;额尔齐斯河 Irtysh
1550;3458;River;0;额尔齐斯河 Irtysh
1556;3457;River;0;额尔齐斯河 Irtysh
1593;3567;River;0;托博尔河 Tobol
1575;3565;River;0;托博尔河 Tobol
3566;3565;River;0;托博尔河 Tobol
3566;1589;River;0;托博尔河 Tobol
1576;1589;River;0;托博尔河 Tobol
3455;3456;River;0;阿亚古兹河 Ayaguz
3451;3449;River;0;卡拉塔尔河 Karatal
1432;2985;River;0;伊犁河 Ili
1432;3464;River;0;伊犁河 Ili
3486;3450;River;0;伊犁河 Ili
3452;3450;River;0;伊犁河 Ili
3452;1422;River;0;伊犁河 Ili
3451;1422;River;0;伊犁河 Ili
3451;3485;River;0;伊犁河 Ili
3468;1429;River;0;楚河 Chu
3454;1429;River;0;楚河 Chu
3454;3453;River;0;楚河 Chu
1582;3453;River;0;楚河 Chu
1424;3453;River;0;楚河 Chu
3469;3453;River;0;楚河 Chu
1586;1426;River;0;锡尔河 Syrdariya
1586;1425;River;0;锡尔河 Syrdariya
3484;1425;River;0;锡尔河 Syrdariya
3484;1427;River;0;锡尔河 Syrdariya
3484;1587;River;0;锡尔河 Syrdariya
1587;1427;River;0;锡尔河 Syrdariya
1587;3475;River;0;锡尔河 Syrdariya
1587;3474;River;0;锡尔河 Syrdariya
3487;1587;River;0;锡尔河 Syrdariya
3487;1427;River;0;锡尔河 Syrdariya
3487;3467;River;0;锡尔河 Syrdariya
1428;3467;River;0;锡尔河 Syrdariya
1428;3466;River;0;锡尔河 Syrdariya
1584;1585;River;0;阿姆河 Amu Darya
3462;1585;River;0;阿姆河 Amu Darya
3479;1585;River;0;阿姆河 Amu Darya
1491;1585;River;0;阿姆河 Amu Darya
1491;1489;River;0;阿姆河 Amu Darya
1491;3488;River;0;阿姆河 Amu Darya
##############################################################################;;;;
# Eastern Europe;;;;
##############################################################################;;;;
1569;1579;River;0;乌拉尔河 Ural
1568;3465;River;0;乌拉尔河 Ural
3549;3465;River;0;乌拉尔河 Ural
3548;3551;River;0;乌拉尔河 Ural
3552;3551;River;0;乌拉尔河 Ural
3552;1578;River;0;乌拉尔河 Ural
3552;1577;River;0;乌拉尔河 Ural
3554;1577;River;0;乌拉尔河 Ural
3554;3562;River;0;乌拉尔河 Ural
3553;3562;River;0;乌拉尔河 Ural
3553;3561;River;0;乌拉尔河 Ural
1838;1569;River;0;伏尔加河 Volga
1838;1837;River;0;伏尔加河 Volga
1838;3526;River;0;伏尔加河 Volga
1837;3526;River;0;伏尔加河 Volga
1836;1834;River;0;伏尔加河 Volga
1836;163;River;0;伏尔加河 Volga
1836;3572;River;0;伏尔加河 Volga
1835;3572;River;0;伏尔加河 Volga
1835;159;River;0;伏尔加河 Volga
1829;1832;River;0;伏尔加河 Volga
3524;1831;River;0;伏尔加河 Volga
3547;1830;River;0;伏尔加河 Volga
1828;1830;River;0;伏尔加河 Volga
#3536;3535;River;0;伏尔加河 Volga
1778;1827;River;0;伏尔加河 Volga
1778;1780;River;0;伏尔加河 Volga
1776;1775;River;0;伏尔加河 Volga
1776;3529;River;0;伏尔加河 Volga
3532;3529;River;0;伏尔加河 Volga
3532;1777;River;0;伏尔加河 Volga
3535;1777;River;0;伏尔加河 Volga
158;1777;River;0;伏尔加河 Volga
158;155;River;0;伏尔加河 Volga
3530;3529;River;0;伏尔加河 Volga
3530;3527;River;0;伏尔加河 Volga
3530;168;River;0;伏尔加河 Volga
3502;166;River;0;伏尔加河 Volga
168;166;River;0;伏尔加河 Volga
167;166;River;0;伏尔加河 Volga
178;166;River;0;伏尔加河 Volga
178;177;River;0;伏尔加河 Volga
176;177;River;0;伏尔加河 Volga
173;176;River;0;伏尔加河 Volga
174;1533;River;0;伏尔加河 Volga
174;1532;River;0;伏尔加河 Volga
3499;1532;River;0;伏尔加河 Volga
3499;1531;River;0;伏尔加河 Volga
288;1531;River;0;伏尔加河 Volga
288;3492;River;0;伏尔加河 Volga
288;3501;River;0;伏尔加河 Volga
1828;3547;River;0;萨马拉河 Samara
3546;3547;River;0;萨马拉河 Samara
3546;3549;River;0;萨马拉河 Samara
3550;3549;River;0;萨马拉河 Samara
1827;1780;River;0;卡马河 Kama
1781;1780;River;0;卡马河 Kama
1781;1782;River;0;卡马河 Kama
1153;1782;River;0;卡马河 Kama
1151;1782;River;0;卡马河 Kama
1151;3541;River;0;卡马河 Kama
1151;3544;River;0;卡马河 Kama
3545;3544;River;0;卡马河 Kama
3541;3544;River;0;卡马河 Kama
3542;3544;River;0;卡马河 Kama
3545;1573;River;0;卡马河 Kama
1782;1780;River;0;维亚特卡河 Vyatka
1783;3539;River;0;维亚特卡河 Vyatka
1783;1774;River;0;维亚特卡河 Vyatka
1150;1153;River;0;别拉亚河 Belaya
1150;1567;River;0;别拉亚河 Belaya
1570;1567;River;0;别拉亚河 Belaya
1570;3553;River;0;别拉亚河 Belaya
1570;3554;River;0;别拉亚河 Belaya
1570;1150;River;0;别拉亚河 Belaya
168;3527;River;0;奥卡河 Oka
3497;3528;River;0;奥卡河 Oka
179;3528;River;0;奥卡河 Oka
3508;3509;River;0;奥卡河 Oka
3508;3510;River;0;奥卡河 Oka
3508;279;River;0;奥卡河 Oka
1534;279;River;0;奥卡河 Oka
1535;279;River;0;奥卡河 Oka
1535;278;River;0;奥卡河 Oka
1536;278;River;0;奥卡河 Oka
181;278;River;0;奥卡河 Oka
181;263;River;0;奥卡河 Oka
3495;263;River;0;奥卡河 Oka
282;263;River;0;奥卡河 Oka
282;266;River;0;奥卡河 Oka
1534;1535;River;0;莫斯科河 Moskva
170;175;River;0;莫斯科河 Moskva
1537;1538;River;0;莫斯科河 Moskva
182;1531;River;0;莫斯科河 Moskva
160;162;River;0;伏尔加河-顿河运河 Volga-Don Canal
271;162;River;0;伏尔加河-顿河运河 Volga-Don Canal
163;1834;River;0;伏尔加河-顿河运河 Volga-Don Canal
258;3523;River;0;顿河 Don
1840;3523;River;0;顿河 Don
1840;270;River;0;顿河 Don
1841;270;River;0;顿河 Don
1841;1842;River;0;顿河 Don
269;1840;River;0;顿河 Don
268;1840;River;0;顿河 Don
#271;161;River;0;顿河 Don
162;161;River;0;顿河 Don
160;161;River;0;顿河 Don
1833;161;River;0;顿河 Don
3522;161;River;0;顿河 Don
3522;267;River;0;顿河 Don
264;261;River;0;顿河 Don
283;261;River;0;顿河 Don
283;262;River;0;顿河 Don
281;3506;River;0;顿河 Don
3511;3506;River;0;顿河 Don
1833;3522;River;0;顿河 Don
1833;284;River;0;顿河 Don
156;3525;River;0;顿河 Don
268;269;River;0;北顿涅茨河 Donets
267;269;River;0;北顿涅茨河 Donets
267;3414;River;0;北顿涅茨河 Donets
259;3414;River;0;北顿涅茨河 Donets
259;249;River;0;北顿涅茨河 Donets
259;260;River;0;北顿涅茨河 Donets
260;3410;River;0;北顿涅茨河 Donets
260;248;River;0;北顿涅茨河 Donets
255;3432;River;0;库班河 Kuban
255;256;River;0;库班河 Kuban
1844;256;River;0;库班河 Kuban
1843;257;River;0;库班河 Kuban
1843;1842;River;0;库班河 Kuban
1843;1846;River;0;库班河 Kuban
1837;3428;River;0;库马河 Kuma
1857;3428;River;0;库马河 Kuma
1847;3428;River;0;库马河 Kuma
1847;3433;River;0;库马河 Kuma
3429;3433;River;0;库马河 Kuma
1907;3446;River;0;库拉河 Kura
3436;3446;River;0;库拉河 Kura
3436;1858;River;0;库拉河 Kura
3438;1858;River;0;库拉河 Kura
